"Name","Train_Allocated_VRAM","Train_Free_VRAM","Train_Reserved_VRAM","Train_Total_VRAM","train_acc","train_loss","train_time_step","trainer/global_step","val_acc","val_loss","val_time_step"
"CNN_261","232960","1864192","2097152","15843721216","0.71875","0.6487447023391724","0.5728319883346558","74999","0.7737500071525574","0.680094838142395","0.7748783230781555"
"CNN_452","235008","1862144","2097152","15843721216","0.953125","0.17601843178272247","0.6338239908218384","44999","0.8755833506584167","0.395009309053421","0.7262620329856873"
"CNN_558","235008","1862144","2097152","15843721216","0.9375","0.1664021462202072","3.9080960750579834","35249","0.9053333401679992","0.31422489881515503","0.8927605748176575"
"CNN_392","232960","1864192","2097152","15843721216","0.890625","0.33496662974357605","4.121888160705566","72749","0.8949166536331177","0.34432172775268555","0.8158785104751587"
"CNN_890","241152","1856000","2097152","15843721216","0.921875","0.20064376294612885","0.7459200024604797","45749","0.9380000233650208","0.201126366853714","0.7110565304756165"
"CNN_2112","261632","1835520","2097152","15843721216","0.984375","0.029759766533970833","0.743071973323822","23999","0.962416648864746","0.12264911830425262","0.8688393831253052"
"CNN_1078","243200","3951104","4194304","15843721216","0.96875","0.11904089152812958","0.7383999824523926","69749","0.9295833110809326","0.22817356884479523","0.8431757092475891"
